30|1412|264915
30|3352|178375
30|5254|180130
30|5543|150743
30|7478|23188
3|28|255498
3|30|271904
3|39|345731
3|54|68767
3|108|111720
3|152|72643
3|178|285921
3|182|318733
3|214|181220
3|271|248782
3|286|371827
3|300|86660
3|348|80395
3|349|88598
3|371|269064
3|567|276816
3|581|391658
3|584|16258
3|586|32664
3|590|65476
3|604|180318
3|611|237739
3|8283|369742
25|3|244792
25|6|269401
25|8|285807
25|19|376040
25|23|8843
25|28|49858
25|29|58061
25|30|66264
25|33|90873
25|35|107279
25|50|230324
25|54|263136
25|55|271339
25|75|35390
25|80|76405
25|86|125623
25|94|191247
25|127|61937
25|152|267012
25|154|283418
25|182|113093
25|192|195123
25|214|375589
25|224|57610
25|226|74016
25|246|238076
25|252|287294
25|255|311903
25|257|328309
25|261|361121
25|271|43142
25|273|59548
25|280|116969
25|282|133375
25|286|166187
25|299|272826
25|300|281029
25|302|297435
25|306|330247
25|308|346653
25|310|363059
25|322|61486
25|325|86095
25|339|200937
25|348|274764
25|349|282967
25|356|340388
25|358|356794
25|363|397809
25|370|55221
25|371|63424
25|373|79830
25|377|112642
25|379|129048
25|407|358732
25|415|24347
25|422|81768
25|428|130986
25|439|221219
25|488|223157
25|514|36426
25|545|290719
25|549|323531
25|560|13755
25|590|259845
25|592|276251
25|600|341875
25|604|374687
25|611|32099
25|645|311001
25|650|352016
25|659|25834
25|664|66849
25|667|91458
25|673|140676
25|675|157082
25|696|329345
25|706|11366
25|723|150817
25|739|282065
25|756|21507
25|857|49992
25|864|107413
25|893|345300
25|959|86680
25|994|373785
25|1131|297569
25|3755|221755
25|8282|155899
25|8284|172305
4|8|263913
4|10|280319
4|28|27964
4|30|44370
4|38|109994
4|55|249445
4|56|257648
4|75|13496
4|130|64652
4|140|146682
4|147|204103
4|151|236915
4|152|245118
4|214|353695
4|232|101340
4|243|191573
4|282|111481
4|299|250932
4|341|195449
4|363|375915
4|370|33327
4|415|2453
4|560|391870
4|606|369199
4|611|10205
4|645|289107
4|650|330122
4|659|3940
4|8282|134005
5|6|19973
5|8|36379
5|10|52785
5|23|159424
5|30|216845
5|33|241454
5|38|282469
5|50|380905
5|54|13708
5|55|21911
5|61|71129
5|75|185971
5|89|300813
5|93|333625
5|127|212518
5|130|237127
5|147|376578
5|153|25787
5|163|107817
5|167|140629
5|168|148832
5|175|206253
5|299|23398
6|3|167839
6|8|208854
6|10|225260
6|19|299087
6|23|331899
6|28|372914
6|29|381117
6|30|389320
6|33|13920
6|34|22123
6|35|30326
6|38|54935
6|39|63138
6|50|153371
6|54|186183
6|55|194386
6|56|202589
6|61|243604
6|80|399461
6|86|48670
6|89|73279
6|93|106091
6|94|114294
6|127|384993
6|130|9593
6|132|25999
6|135|50608
6|140|91623
6|147|149044
6|151|181856
6|153|198262
6|154|206465
6|163|280292
6|167|313104
6|168|321307
6|171|345916
6|175|378728
6|178|3328
6|182|36140
6|183|44343
6|216|315042
6|219|339651
6|226|397072
6|227|5266
6|228|13469
6|232|46281
6|236|79093
6|243|136514
6|250|193935
6|252|210341
6|257|251356
6|258|259559
6|259|267762
6|261|284168
6|271|366198
6|273|382604
6|274|390807
6|280|40016
6|285|81031
6|286|89234
6|290|122046
6|298|187670
6|299|195873
6|300|204076
6|301|212279
6|304|236888
6|306|253294
6|317|343527
6|319|359933
6|322|384542
6|325|9142
6|339|123984
6|348|197811
6|349|206014
6|356|263435
6|358|279841
6|359|288044
6|362|312653
6|363|320856
6|370|378277
6|371|386480
6|373|2877
6|377|35689
6|378|43892
6|379|52095
6|390|142328
6|391|150531
6|392|158734
6|394|175140
6|396|191546
6|402|240764
6|405|265373
6|406|273576
6|407|281779
6|415|347403
6|421|396621
6|422|4815
6|427|45830
6|428|54033
6|431|78642
6|432|86845
6|433|95048
6|435|111454
6|439|144266
6|440|152469
6|447|209890
6|538|156345
6|545|213766
6|549|246578
6|560|336811
6|564|369623
6|566|386029
6|567|394232
6|579|92659
6|581|109065
6|584|133674
6|586|150080
6|589|174689
6|590|182892
6|592|199298
6|600|264922
6|604|297734
6|609|338749
6|611|355155
6|613|371561
6|616|396170
6|617|4364
6|619|20770
6|643|217642
6|656|324281
6|659|348890
6|665|398108
6|668|22708
6|673|63723
6|691|211377
6|694|235986
6|700|285204
6|704|318016
6|717|24646
6|723|73864
6|730|131285
6|733|155894
6|739|205112
6|741|221518
6|761|385578
6|765|18381
6|779|133223
6|789|215253
6|791|231659
6|798|289080
6|802|321892
6|813|12116
6|820|69537
6|826|118755
6|857|373048
6|863|22257
6|871|87881
6|881|169911
6|885|202723
6|893|268347
6|895|284753
6|897|301159
6|904|358580
6|906|374986
6|907|383189
6|913|32398
6|922|106225
6|932|188255
6|936|221067
6|955|376924
6|960|17930
6|963|42539
6|966|67148
6|971|108163
6|972|116366
6|978|165584
6|979|173787
6|983|206599
6|991|272223
6|993|288629
6|995|305035
6|1007|3462
6|1014|60883
6|1022|126507
6|1026|159319
6|1032|208537
6|1035|233146
6|1043|298770
6|1055|397206
6|1062|54618
6|1125|171398
6|1144|327255
6|1152|392879
6|1156|25682
6|1160|58494
6|1167|115915
6|1168|124118
6|1218|134259
6|1220|150665
6|1221|158868
6|1222|167071
6|1234|265507
6|1241|322928
6|1248|380349
6|1253|21355
6|1261|86979
6|1297|382287
